MARKERNAME	CAD_BETA	CAD_SE	CAD_MAF	MIG_BETA	MIG_SE	MIG_MAF
1:38405945	0.0672	0.06	0.0047	0.076418	0.077942	0.014407
1:38406175	-0.0533	0.024	0.0214	-0.05262	0.038759	0.014953
1:38406626	0.0037	0.0245	0.025800000000000045	-0.011269	0.038435	0.012066
1:38406946	-0.013	0.0286	0.0158	0.019127	0.090087	0.014162
1:38407014	0.0326	0.0063	0.44520000000000004	0.021647	0.007373	0.42383499999999996
1:38407146	-0.0326	0.0063	0.4456	-0.021698	0.00738	0.42437100000000005
1:38407302	-0.0141	0.0261	0.0203	0.018336	0.056776	0.021726
1:38407963	0.0324	0.0064	0.4609	0.024238	0.008042	0.48211099999999996
1:38408164	0.0303	0.0063	0.4363	0.021077	0.007379	0.418458
1:38408437	-0.0532	0.1137	0.0020999999999999908	0.023601	0.263407	0.011142
1:38408846	-0.0323	0.0063	0.4447	-0.022036	0.007385	0.423701
1:38408868	-0.0323	0.0064	0.4446	0.022105	0.0074	0.42272200000000004
1:38408903	-0.0419	0.0095	0.1311	-0.014122	0.01222	0.129963
1:38408974	-0.0338	0.0064	0.4333	-0.029	0.007352	0.447145
1:38409073	-0.0313	0.0063	0.4425	-0.028363	0.007342	0.452124
1:38409103	0.0336	0.0064	0.4311	0.028987	0.007357	0.445455
1:38409112	-0.0287	0.007	0.2929	-0.014995	0.008199	0.280558
1:38410241	-0.0388	0.048	0.0082	-0.016279	0.044319	0.017902
1:38410321	0.0305	0.0063	0.43010000000000004	0.022241	0.007397	0.417075
1:38410802	0.0581	0.0301	0.03280000000000005	0.021037	0.02636	0.035678
1:38411025	-0.0024	0.0093	0.1312	-0.011123	0.01035	0.13249
1:38411062	0.0071	0.0091	0.14239999999999997	-0.011629	0.010237	0.139304
1:38411275	0.0024	0.0093	0.13119999999999998	0.011177	0.010338	0.132507
1:38411350	0.034	0.0064	0.4307	0.02918	0.007349	0.44501
1:38411445	0.035	0.007	0.3135	0.015684	0.008758	0.343648
1:38411651	-0.0071	0.0165	0.0455	0.001519	0.021108	0.052846
1:38412058	-0.0097	0.0265	0.0189	0.063085	0.081614	0.015911
1:38412196	0.014	0.0184	0.0349	0.057107	0.026554	0.033076
1:38412270	0.0449	0.0095	0.12929999999999997	0.013794	0.012313	0.127895
1:38412323	-0.0909	0.0445	0.0108	-0.014396	0.1243	0.049900000000000055
1:38412387	-0.0021	0.0093	0.1312	-0.011051	0.010337	0.13248
1:38412416	0.0061	0.0418	0.01	0.019911	0.092969	0.012823999999999947
1:38412795	0.0021	0.0253	0.0223	0.011248	0.038782	0.011965
1:38413527	-0.0046	0.0096	0.1211	-0.010263	0.010769	0.12338
1:38413634	0.0027	0.0284	0.016199999999999992	-0.033762	0.035797	0.020988
1:38414063	-0.0018	0.1116	0.0013999999999999568	-0.30786	0.257917	0.012915
1:38414260	0.0068	0.0091	0.14080000000000004	-0.011041	0.010234	0.138412
1:38415030	0.0871	0.0467	0.009000000000000008	0.01183	0.1262	0.0484
1:38415315	0.0115	0.0069	0.28790000000000004	0.023854	0.007881	0.279333
1:38415329	-0.086	0.0467	0.009	-0.011533	0.1262	0.0484
1:38415507	-0.0294	0.0063	0.4323	-0.023822	0.007408	0.41920599999999997
1:38416130	0.0072	0.0092	0.1402	0.014662	0.010759	0.133737
1:38416310	0.0329	0.0063	0.4313	0.030172	0.00735	0.44677
1:38416404	0.0087	0.0145	0.14059999999999995	0.014568	0.0104	0.143175
1:38416505	-0.0062	0.0094	0.1349	-0.011327	0.011029	0.125645
1:38416506	-0.0062	0.0094	0.1349	-0.011323	0.011029	0.125646
1:38416560	0.0191	0.0238	0.0241	-0.003736	0.053602	0.018896
1:38416730	0.0132	0.0377	0.0247	-0.004076	0.026719	0.027551
1:38416731	0.0087	0.0091	0.14070000000000005	0.01118	0.010235	0.137714
1:38416826	-0.0631	0.1754	0.0005	-0.105847	0.244231	0.014549
1:38417427	-0.0733	0.0448	0.0102	0.007869	0.1239	0.049699999999999966
1:38417943	0.0011	0.0143	0.15259999999999996	-0.009213	0.011719	0.151072
1:38418496	0.0332	0.0063	0.4293	0.028839	0.007355	0.442794
1:38419041	0.0769	0.0463	0.009199999999999986	0.013212	0.1258	0.04849999999999999
1:38419059	-0.0753	0.0463	0.0091	-0.013114	0.1258	0.04849999999999999
1:38419218	0.0324	0.0064	0.4275	0.029386	0.007426	0.436494
1:38419281	0.0035	0.0091	0.16169999999999995	0.021144	0.010147	0.180571
1:38419352	-0.0051	0.02	0.1625	0.006666	0.053114	0.16817099999999996
1:38419411	0.0046	0.0144	0.12849999999999995	0.011156	0.010307	0.130458
1:38419869	0.0183	0.0774	0.0032	-0.26225	0.37599	0.010375
1:38420270	-0.002	0.0093	0.1338	-0.011443	0.010301	0.136263
1:38420300	0.002	0.0093	0.13380000000000003	0.011462	0.010301	0.136247
1:38420590	-0.0529	0.0185	0.0325	0.033826	0.02237	0.03311
1:38420632	0.0003	0.012	0.0775	-0.009071	0.01329	0.080162
1:38421191	0.0001	0.0147	0.1239	-0.008661	0.012003	0.136696
1:38421410	0.0427	0.0365	0.0095	-0.264317	0.115675	0.011285
1:38421508	-0.0019	0.0093	0.1338	-0.011429	0.010298	0.1362
1:38421781	-0.0349	0.0285	0.0177	0.00933	0.029081	0.026193
1:38421964	-0.0759	0.0466	0.0091	-0.013311	0.1262	0.0484
1:38422544	0.0114	0.0067	0.2956	0.022173	0.007775	0.288129
1:38422571	-0.0022	0.0092	0.134	-0.01104	0.010295	0.136635
1:38422950	0.0033	0.0093	0.12880000000000003	-0.011234	0.0103	0.130347
1:38423058	-0.0148	0.0277	0.07389999999999997	-0.1259	0.082655	0.05874100000000004
1:38423079	-0.0609	0.0151	0.1289	-0.001371	0.014799	0.121022
1:38423235	-0.044	0.0095	0.1302	-0.013814	0.012311	0.130743
1:38423521	0.0174	0.0175	0.03990000000000005	-0.065172	0.051521	0.03638
1:38423588	0.0018	0.0092	0.13380000000000003	0.011424	0.010295	0.13619
1:38423853	0.0024	0.0092	0.13370000000000004	-0.011571	0.010296	0.136181
1:38424242	0.0006	0.0143	0.0631	0.042949	0.036852	0.060171
1:38424424	0.002	0.0092	0.13380000000000003	0.011467	0.010295	0.1362
1:38424743	0.0007	0.0092	0.15000000000000002	0.009525	0.010223	0.160189
1:38424776	0.0012	0.0092	0.15380000000000005	0.011125	0.010226	0.171517
1:38425535	0.0094	0.0343	0.0324	0.080771	0.055886	0.028613
1:38425724	-0.0019	0.0092	0.1338	-0.01148	0.01029	0.136199
1:38425895	-0.0019	0.0092	0.1338	-0.01148	0.01029	0.136199
1:38426353	-0.0456	0.1746	0.0009	0.1973	0.33592	0.010563
1:38426354	-0.0093	0.007	0.2705	-0.023876	0.008222	0.264769
1:38427063	-0.0131	0.0274	0.0199	-0.060851	0.159241	0.028888
1:38427243	-0.0031	0.0092	0.1481	-0.014184	0.010273	0.150353
1:38427672	-0.0081	0.0378	0.0958	0.0166	0.078613	0.071811
1:38427710	0.015	0.1419	0.0014	0.177525	0.238655	0.013973
1:38427759	0.0034	0.0142	0.17079999999999995	-0.008342	0.011854	0.14927
1:38428073	0.056	0.0277	0.0179	-0.039144	0.048772	0.012223
1:38428096	0.0198	0.0492	0.020199999999999996	0.08127	0.061525	0.035116000000000036
1:38428566	-0.0431	0.0095	0.1298	-0.018125	0.012568	0.129547
1:38429194	-0.0262	0.0271	0.0173	-0.006114	0.036634	0.012716
1:38429267	0.0209	0.1567	0.0010999999999999899	0.018158	0.105896	0.024526000000000048
1:38429275	-0.0021	0.0092	0.1434	-0.012548	0.010244	0.136397
1:38429378	-0.0164	0.0103	0.3113	-0.020576	0.007917	0.285536
1:38429460	-0.0728	0.0463	0.0091	0.034384	0.1355	0.04410000000000003
1:38429580	0.0012	0.014	0.1927	-0.018645	0.01016	0.168024
1:38429724	-0.0303	0.0248	0.0253	0.076814	0.089707	0.019495
1:38429942	-0.0022	0.0092	0.1338	-0.012541	0.010239	0.136203
1:38430103	0.0025	0.0092	0.13439999999999996	0.012541	0.010233	0.137134
1:38430140	0.0315	0.0355	0.0136	0.033767	0.047963	0.011037
1:38430171	0.0022	0.0092	0.14370000000000005	0.012519	0.010248	0.13712
1:38430194	0.0291	0.034	0.0148	-0.442645	0.322525	0.010497
1:38430778	0.0901	0.064	0.0047000000000000375	0.1206	0.146739	0.015094000000000052
1:38430938	0.0022	0.0092	0.14780000000000004	-0.012712	0.010233	0.148076
1:38431031	0.0015	0.0143	0.14070000000000005	-0.009023	0.011728	0.140426
1:38431164	0.0114	0.0399	0.0111	0.105642	0.221198	0.010809
1:38431554	0.01	0.0069	0.274	0.023436	0.008013	0.273013
1:38431848	-0.0384	0.0404	0.0875	-0.058883	0.056327	0.05749700000000002
1:38431891	0.0092	0.0064	0.4151	-0.02432	0.007698	0.407364
1:38431913	0.0458	0.0102	0.4036	0.028854	0.008999	0.420377
1:38432548	-0.0045	0.0316	0.1009	-0.011252	0.070843	0.084426
1:38432561	0.0064	0.0137	0.2218	0.014837	0.009976	0.211155
1:38432991	-0.0215	0.0272	0.0171	-0.007405	0.036708	0.012668
1:38434086	0.0453	0.0095	0.12829999999999997	0.014217	0.012379	0.129522
1:38434292	0.0354	0.0529	0.006800000000000028	-0.023448	0.119607	0.012658
1:38434306	-0.031	0.0063	0.4327	-0.022738	0.007307	0.42437100000000005
1:38434576	-0.2191	0.1167	0.0016	-0.369159	0.295423	0.013546
1:38434919	0.0031	0.0092	0.134	0.012535	0.010225	0.136186
1:38435227	-0.0248	0.0353	0.010600000000000054	0.041847	0.038555	0.016052
1:38435993	-0.008	0.0145	0.1325	-0.007016	0.011992	0.141139
1:38435994	-0.0073	0.0141	0.1375	-0.008957	0.011809	0.144473
1:38436031	0.0074	0.0097	0.13080000000000003	-0.018794	0.012933	0.143819
1:38436236	-0.0013	0.0132	0.26539999999999997	-0.011702	0.012756	0.234924
1:38436277	0.0609	0.0151	0.12849999999999995	0.013375	0.012324	0.130824
1:38436370	0.1168	0.0739	0.0029	0.1135	0.154184	0.01118600000000003
1:38436553	-0.0188	0.0272	0.0172	-0.005802	0.036681	0.012765
1:38437577	0.0085	0.0288	0.0161	-0.011499	0.062088	0.023148
1:38437705	0.01	0.0068	0.2792	0.021462	0.007879	0.277103
1:38437960	-0.0258	0.0621	0.0046	0.32905	0.390638	0.010136
1:38438211	-0.0272	0.0232	0.024800000000000044	-0.047273	0.062268	0.022143
1:38438318	-0.0018	0.0175	0.040200000000000014	-0.070495	0.043947	0.040319
1:38438472	-0.0199	0.04	0.010800000000000032	0.04097	0.082693	0.020098
1:38438961	0.0025	0.0092	0.14949999999999997	0.012695	0.01021	0.151956
1:38439745	-0.0031	0.0092	0.134	-0.012819	0.010238	0.136137
1:38439787	0.0048	0.0092	0.12980000000000003	0.013337	0.010252	0.132316
1:38440124	-0.0104	0.0069	0.2798	-0.021214	0.007909	0.281689
1:38440151	0.0045	0.0091	0.1543	0.013152	0.010159	0.167655
1:38440232	0.0194	0.0388	0.0796	-0.062638	0.166339	0.05516600000000005
1:38440250	0.0271	0.031	0.0127	-0.173758	0.092532	0.012023
1:38440404	0.0526	0.0372	0.008900000000000019	-0.075458	0.059228	0.01345
1:38441373	-0.0671	0.0463	0.0091	0.027063	0.1392	0.042200000000000015
1:38441771	0.0294	0.0622	0.0047000000000000375	-0.327764	0.390692	0.010131
1:38441959	-0.0034	0.0092	0.1341	-0.013004	0.010242	0.136227
1:38441989	0.0046	0.0092	0.129	0.012654	0.010246	0.130269
1:38442352	0.0674	0.0463	0.009099999999999997	-0.027166	0.1393	0.042100000000000026
1:38442547	0.0031	0.0092	0.1341	0.012868	0.010241	0.136136
1:38442982	-0.069	0.0271	0.017	-0.047157	0.043698	0.012531
1:38443048	-0.0217	0.0234	0.0234	0.041593	0.066692	0.02166
1:38443219	-0.045	0.0095	0.128	-0.012236	0.012134	0.129462
1:38443439	0.0032	0.0092	0.13419999999999999	0.012867	0.010251	0.136346
1:38443448	-0.0079	0.0146	0.1541	-0.01815	0.013059	0.142767
1:38443548	-0.0031	0.0092	0.1341	-0.012789	0.010248	0.136124
1:38443581	-0.0084	0.0069	0.2729	-0.02278	0.008245	0.260012
1:38444125	-0.0057	0.0142	0.1288	-0.008509	0.011757	0.139943
1:38444126	0.0057	0.0142	0.12880000000000003	0.012566	0.010258	0.130237
1:38444209	0.0071	0.024	0.0218	-0.130714	0.088958	0.020302
1:38444333	-0.0033	0.0092	0.1341	-0.012721	0.010254	0.136108
1:38444563	0.0223	0.0398	0.0109	-0.050335	0.078435	0.022083
1:38444749	0.0297	0.0063	0.42169999999999996	0.022909	0.007302	0.417338
1:38444953	0.0213	0.1506	0.0008000000000000229	0.05552	0.157232	0.014453
1:38445654	-0.0297	0.0063	0.4368	0.020914	0.007331	0.425195
1:38445805	-0.0019	0.0142	0.1406	-0.008386	0.01177	0.139932
1:38445923	0.0033	0.0092	0.1341	0.012737	0.010262	0.13609
1:38446752	0.0669	0.0463	0.009099999999999997	-0.028605	0.1403	0.04149999999999998
1:38446817	0.0728	0.0404	0.0106	0.080489	0.104659	0.020341000000000053
1:38446986	0.0328	0.0063	0.4293	0.028383	0.007303	0.442804
1:38447012	-0.0033	0.0092	0.1341	-0.012644	0.01027	0.136063
1:38447234	-0.0033	0.0092	0.1341	-0.012576	0.010273	0.136045
1:38447266	0.0033	0.0092	0.1341	0.012623	0.010274	0.136043
1:38447285	-0.0106	0.0339	0.0213	-0.051102	0.045008	0.012127
1:38447615	0.0016	0.0089	0.2156	0.025147	0.018629	0.31666700000000003
1:38447725	0.0104	0.0068	0.2812	0.02046	0.007796	0.281756
1:38448167	-0.0041	0.0092	0.1555	-0.013043	0.010299	0.1717
1:38448603	-0.0099	0.0135	0.2852	0.017554	0.013782	0.275156
1:38448612	-0.0112	0.0136	0.2445	-0.004888	0.010574	0.237135
1:38448798	-0.032	0.0063	0.4296	0.029109	0.007253	0.441993
1:38449029	-0.0033	0.0093	0.1338	-0.012705	0.010384	0.135707
1:38449163	0.0324	0.0063	0.4293	0.028427	0.007227	0.442432
1:38449565	-0.0325	0.0063	0.4294	-0.028472	0.007226	0.442354
1:38449910	0.0101	0.0068	0.27880000000000005	0.020592	0.007761	0.277644
1:38450367	-0.003	0.0093	0.1337	-0.012669	0.010385	0.135722
1:38451109	-0.0038	0.0093	0.1287	-0.012515	0.010392	0.129803
1:38451131	-0.0173	0.0105	0.2765	-0.026024	0.009487	0.266489
1:38451526	0.0165	0.0112	0.10150000000000003	-0.00655	0.029562	0.082353
1:38452059	-0.0103	0.0068	0.2787	-0.020384	0.007758	0.277619
1:38452581	0.0294	0.0063	0.4213	0.022834	0.007224	0.417169
1:38452701	0.0077	0.0203	0.0299	0.055052	0.050843	0.024141
1:38453030	0.0323	0.0063	0.429	0.028273	0.007226	0.442255
1:38453041	0.0323	0.0063	0.4291	0.028311	0.007224	0.442374
1:38453576	0.0119	0.0067	0.2943	0.020406	0.007599	0.287998
1:38454419	0.0181	0.0278	0.017100000000000004	-0.037517	0.051915	0.014334
1:38454528	0.0579	0.0156	0.15710000000000002	-0.006053	0.015192	0.144736
1:38454531	-0.0607	0.0157	0.1221	-0.013474	0.012236	0.128424
1:38454553	0.0418	0.013	0.3103	0.023819	0.010824	0.284085
1:38454555	0.0444	0.0133	0.25639999999999996	0.026886	0.011342	0.243763
1:38454565	-0.0411	0.0115	0.4175	-0.013376	0.011654	0.406482
1:38454566	0.0115	0.0149	0.3214	0.006857	0.022008	0.37983
1:38454568	0.039	0.0285	0.06920000000000004	0.003282	0.063035	0.053683
1:38455389	0.003	0.0093	0.14500000000000002	0.013579	0.010682	0.137686
1:38455498	0.0313	0.0456	0.0275	-0.048528	0.060803	0.054546
1:38455891	0.034	0.0064	0.4688	0.022237	0.007782	0.44989999999999997
1:38456028	-0.0644	0.0163	0.1184	-0.006613	0.015723	0.112357
1:38456106	-0.0321	0.0064	0.4252	-0.020631	0.007734	0.415079
1:38456195	0.0254	0.0398	0.0111	0.168748	0.224452	0.011059
1:38456748	-0.0254	0.0263	0.0903	0.00935	0.021805	0.081211
1:38456757	0.0644	0.0165	0.11819999999999997	-0.007431	0.015732	0.114951
1:38457740	-0.0171	0.0183	0.0358	-0.009099	0.024178	0.032043
1:38457741	0.0494	0.01	0.12029999999999996	-0.017726	0.012862	0.119948
1:38457848	0.0226	0.0178	0.041000000000000036	0.014153	0.023821	0.042534
1:38458018	0.0514	0.0109	0.4851	0.020072	0.009966	0.47631500000000004
1:38458019	0.0515	0.0109	0.4851	0.020072	0.009961	0.47653999999999996
1:38459210	0.0134	0.0072	0.27349999999999997	0.021178	0.008556	0.266146
1:38459289	-0.0171	0.0181	0.0474	-0.010933	0.02356	0.039917
1:38459339	0.0331	0.0401	0.0116	0.153217	0.204841	0.014377
1:38459435	0.0183	0.0185	0.035699999999999954	0.009861	0.024272	0.041154
1:38460493	0.0187	0.0189	0.0332	0.009553	0.026634	0.037759
1:38461319	0.0369	0.0066	0.4668	0.023304	0.007943	0.44727300000000003
1:38461412	0.0255	0.0282	0.09640000000000004	-0.006118	0.023754	0.071656
1:38461413	0.0122	0.0125	0.11629999999999996	0.022935	0.046969	0.129741
1:38461623	-0.1434	0.0751	0.0034	0.142475	0.149031	0.015523
1:38461821	0.0352	0.0066	0.4697	0.02362	0.008173	0.443531
1:38461842	-0.0129	0.0354	0.0304	0.004523	0.027512	0.039779
1:38462898	0.025	0.0181	0.0484	-0.007036	0.024205	0.042201
1:38462905	-0.0256	0.0181	0.0484	-0.007089	0.024203	0.042205
1:38463504	-0.0315	0.0067	0.4233	-0.02099	0.007935	0.41369199999999995
1:38465191	-0.0097	0.0351	0.0367	-0.011952	0.029061	0.040031
1:38465315	-0.033	0.0076	0.2253	-0.008552	0.00843	0.213908
1:38465418	0.0559	0.0153	0.0535	0.06003	0.036816	0.056154
1:38465783	-0.0303	0.019	0.03320000000000001	0.008485	0.028696	0.03192
1:38466015	0.0308	0.0197	0.03469999999999995	-0.011765	0.068288	0.025063
1:38466697	0.0317	0.0079	0.2608	0.002759	0.00909	0.278839
1:38466908	-0.0896	0.0279	0.0261	-0.12006	0.120936	0.027413
1:38467314	0.0056	0.0147	0.06510000000000005	0.007456	0.037586	0.081153
1:38467374	0.1487	0.1399	0.0010000000000000009	-0.073884	0.35047	0.010953
1:38467422	-0.0008	0.0072	0.3316	-0.006022	0.018366	0.319082
1:38467558	-0.082	0.0631	0.0041999999999999815	-0.184957	0.123017	0.014701
1:38467701	-0.0323	0.045	0.006900000000000017	-0.009621	0.100115	0.012897
1:38467880	0.0954	0.0443	0.0082	0.1803	0.163847	0.011704999999999965
1:38468056	0.0001	0.0107	0.39990000000000003	0.009387	0.008911	0.417428
1:38468076	-0.0136	0.0172	0.0545	-0.018929	0.022375	0.049855
1:38468529	-0.0052	0.0067	0.4461	-0.008991	0.007869	0.429731
1:38468740	0.0274	0.016	0.0601	0.074416	0.073956	0.035341
1:38469500	0.0046	0.0063	0.49560000000000004	0.009855	0.006942	0.49597899999999995
1:38470112	-0.0052	0.0538	0.0061	-0.079714	0.174247	0.013331
1:38470179	0.0557	0.0324	0.0397	-0.003619	0.069533	0.026946
1:38471391	0.0189	0.039	0.0322	0.087695	0.05945	0.033348
1:38471927	-0.0593	0.0532	0.0068	-0.075399	0.14196	0.01692
1:38472044	0.0561	0.0313	0.0464	-0.082509	0.069139	0.030925
1:38472050	-0.0691	0.1742	0.0009	-0.028536	0.092584	0.013769
1:38472100	-0.0007	0.0064	0.4763	0.006309	0.007353	0.465819
1:38472516	0.0026	0.0063	0.49039999999999995	0.010207	0.007123	0.49138099999999996
1:38472717	0.029	0.0189	0.0372	-0.002147	0.063939	0.031949
1:38472803	0.0293	0.0189	0.0375	-0.001761	0.056964	0.031991
1:38472841	0.0095	0.0077	0.2477	0.005308	0.010692	0.241152
1:38472938	0.0019	0.0065	0.4223	0.006847	0.007513	0.43356
1:38473189	0.0498	0.0468	0.008600000000000052	-0.336317	0.338022	0.01007
1:38473463	-0.016	0.0081	0.2274	-0.014235	0.010577	0.232666
1:38473797	0.0218	0.023	0.0264	-0.052322	0.076313	0.027886999999999995
1:38473920	0.0057	0.0107	0.4447	0.006801	0.007685	0.441821
1:38473947	-0.0113	0.0206	0.1423	0.054238	0.043811	0.144096
1:38474028	-0.0229	0.0163	0.0433	-0.025996	0.020797	0.045909
1:38474045	-0.0194	0.0177	0.04459999999999997	0.00999	0.047338	0.038275
1:38474087	-0.0162	0.0082	0.2162	-0.006031	0.01156	0.220947
1:38474142	-0.0171	0.0126	0.2954	-0.012258	0.010703	0.280091
1:38474152	0.0154	0.0141	0.24409999999999998	-0.00609	0.014703	0.223484
1:38474767	-0.0172	0.0455	0.025599999999999956	-0.072575	0.059838	0.03307
1:38474769	0.0231	0.0145	0.06789999999999996	0.016794	0.019273	0.060202
1:38475505	0.0208	0.0167	0.0414	-0.005263	0.043798	0.035665
1:38475542	-0.0006	0.0066	0.4735	0.003686	0.007757	0.47959
1:38475592	-0.0408	0.0338	0.0166	0.1214	0.131861	0.02673099999999995
1:38476231	0.0032	0.0139	0.09150000000000003	0.012554	0.020857	0.049043
1:38476519	-0.0003	0.0068	0.3128	-1.4e-05	0.008032	0.29266000000000003
1:38476830	-0.0218	0.0199	0.03380000000000005	-0.001286	0.043544	0.037621
1:38477409	0.0007	0.0093	0.1293	-0.017919	0.010471	0.133913
1:38477816	-0.002	0.0141	0.0666	-0.003038	0.017773	0.066848
1:38478040	0.0053	0.0179	0.0439	-0.037167	0.045939	0.03914
1:38478186	0.014	0.0272	0.0172	0.031221	0.034275	0.020904
1:38478702	-0.0375	0.0345	0.011499999999999955	0.046366	0.070781	0.019929
1:38479456	0.0245	0.0162	0.0393	0.054272	0.020694	0.036539
1:38479708	-0.0197	0.0146	0.0503	-0.028268	0.017562	0.051939
1:38480105	-0.0002	0.0067	0.3158	-0.000289	0.008095	0.299971
1:38480317	-0.0162	0.0214	0.02980000000000005	0.110794	0.06226	0.023315
1:38480472	-0.0013	0.0512	0.006900000000000017	-0.040014	0.08195	0.014373
1:38480706	0.0044	0.0063	0.4887	-0.004403	0.007195	0.466194
1:38480930	0	0.0063	0.44310000000000005	0.009131	0.007247	0.43072699999999997
1:38482356	-0.001	0.0071	0.263	0.010062	0.007735	0.278817
1:38482420	-0.0147	0.0393	0.0121	0.000789	0.112477	0.013317
1:38483099	-0.02	0.0145	0.0503	-0.028186	0.017508	0.051944
1:38483498	-0.0269	0.0159	0.040000000000000036	-0.044462	0.02001	0.038162
1:38483691	-0.0123	0.0301	0.0132	-0.078014	0.034511	0.019458
1:38483945	0.0034	0.0137	0.0581	-0.032474	0.014565	0.063879
1:38486054	-0.0197	0.0145	0.0503	-0.028201	0.017465	0.05199
1:38486480	-0.0024	0.0093	0.1261	0.022171	0.010393	0.13294
1:38487708	-0.007	0.0315	0.012700000000000045	0.059594	0.040904	0.011167
1:38488170	0.0011	0.0093	0.1233	-0.018903	0.010382	0.12766
1:38488335	-0.0965	0.0653	0.0044	0.125527	0.119808	0.015505
1:38488626	0.0011	0.0101	0.11909999999999998	-0.017539	0.014073	0.129169
1:38489024	-0.0012	0.0093	0.12329999999999997	0.01882	0.010381	0.127616
1:38490235	0.0357	0.0213	0.1024	0.032584	0.01784	0.066902
1:38490369	-0.0026	0.0276	0.0196	-0.160928	0.104889	0.033579
1:38490443	0.0282	0.0218	0.028699999999999948	-0.011538	0.065888	0.01838
1:38490745	0.033	0.0485	0.007499999999999951	0.028492	0.166827	0.014114
1:38491265	-0.0005	0.0067	0.3133	0.00027	0.007696	0.28843700000000005
1:38491737	0.0186	0.0942	0.0019	0.014755	0.171016	0.013313
1:38492904	-0.0011	0.012	0.06830000000000003	0.004287	0.013897	0.06683
1:38497969	0.0286	0.0158	0.04	0.046642	0.01911	0.035996
1:38498106	-0.0194	0.0201	0.0316	-0.070267	0.034385	0.021636
1:38498138	0.0307	0.0371	0.0095	-0.047714	0.083577	0.012274
1:38498570	0.0194	0.0145	0.04959999999999998	0.029143	0.017412	0.050318
1:38499314	-0.0047	0.0063	0.47519999999999996	0.004609	0.007104	0.456353
1:38499352	0.0025	0.0094	0.1226	-0.01873	0.010383	0.125945
1:38499643	-0.0026	0.0094	0.12260000000000004	0.018673	0.010376	0.125985
1:38500012	-0.0218	0.0306	0.013499999999999956	-0.010026	0.056949	0.021274000000000015
1:38500425	0.0116	0.0255	0.0195	-0.084081	0.083088	0.020749
1:38500598	-0.019	0.0145	0.0496	-0.029682	0.017425	0.050491
1:38501187	0.0038	0.0075	0.2164	-0.012372	0.008427	0.218166
1:38501493	0.0374	0.0239	0.0219	-0.05014	0.058134	0.029361
1:38501866	0.0139	0.0153	0.07799999999999996	0.013998	0.02544	0.036451
1:38502163	-0.0034	0.0169	0.0364	-0.006637	0.021801	0.038932
1:38502279	-0.0291	0.0156	0.04079999999999995	-0.04147	0.018926	0.036698
1:38502404	-0.0292	0.0157	0.04039999999999999	0.046255	0.019075	0.035939
1:38503506	0.0295	0.0157	0.0403	0.046144	0.019081	0.035919
1:38504459	0.0297	0.0157	0.0403	0.046145	0.019081	0.035914
1:38505696	0.0287	0.0157	0.0404	0.046307	0.019089	0.03592
1:38505780	0.0293	0.0157	0.0398	0.045892	0.019126	0.035803
1:38506265	-0.0288	0.0157	0.04039999999999999	0.046063	0.019098	0.036008
1:38506629	-0.0498	0.0511	0.006700000000000039	0.016295	0.16704	0.012804
1:38506725	0.0289	0.0157	0.0404	0.046074	0.019096	0.036006
1:38506819	-0.0006	0.0104	0.09860000000000002	-0.006697	0.012351	0.093499
1:38507033	0.0291	0.0158	0.0399	0.046052	0.01913	0.035828
1:38507180	0.0291	0.0158	0.0399	0.046066	0.019132	0.035825
1:38507323	0.029	0.0158	0.0399	0.046118	0.019128	0.035822
1:38507441	0.0291	0.0157	0.0404	0.046608	0.019097	0.035935
1:38507495	0.0025	0.0062	0.482	-0.003163	0.00693	0.46008000000000004
1:38507988	0.0024	0.0137	0.0572	-0.030493	0.014664	0.060419
1:38508667	-0.0558	0.0241	0.04069999999999996	0.060172	0.022094	0.036768
1:38508795	0.0291	0.0157	0.0405	0.046175	0.019095	0.036029
1:38508948	0.0292	0.0158	0.0399	0.04593	0.019125	0.035857
1:38509273	0.052	0.0838	0.0028000000000000247	-0.077399	0.141572	0.010951999999999962
1:38509575	-0.0589	0.0595	0.0153	-0.034325	0.084736	0.017255
1:38509676	0.0461	0.0366	0.0096	-0.075148	0.073749	0.013242
1:38510154	0.0106	0.0135	0.09450000000000003	0.020821	0.021298	0.049464
1:38510322	-0.0222	0.073	0.009299999999999975	0.019883	0.080122	0.014867
1:38510533	-0.0565	0.0241	0.041100000000000025	0.061482	0.022428	0.037406
1:38510572	0.0331	0.0356	0.0111	0.044273	0.070879	0.019847
1:38512949	0.0469	0.0203	0.0475	0.009499	0.017789	0.068315
1:38513424	0.0101	0.0136	0.09299999999999997	0.021668	0.021513	0.047326
1:38514453	0.0031	0.0071	0.2574	0.003831	0.008167	0.234149
1:38514645	0.0292	0.0157	0.0402	0.046376	0.019102	0.035882
1:38515058	-0.0007	0.0092	0.1412	-0.001167	0.010122	0.155189
1:38515266	0.0576	0.0242	0.0401	0.046192	0.01915	0.0362
1:38515685	-0.006	0.0276	0.0151	-0.008061	0.036449	0.015503
1:38516178	0.0143	0.0114	0.2124	-0.008056	0.009749	0.225998
1:38516381	0.0296	0.0158	0.0398	0.046662	0.019173	0.035773
1:38516550	-0.0798	0.0578	0.0057	0.207339	0.163058	0.013393
1:38516567	-0.001	0.0074	0.22330000000000005	0.009155	0.008352	0.225568
1:38516585	0.0016	0.0093	0.1257	-0.020781	0.010335	0.132556
